"Cancer","Subset1","Subset2","Transcript ID","Name","EXP1","EXP2","adjusted P-Value","Measure"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc010bte.2","ZNF205-AS1","0.11035717975026893","0.3596606594740295","0.009046789812527337","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc010yly.1","ZNF512","0.010073518915610098","0.09445785129224132","0.00925846553249059","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc001ynw.1","AK097119","0.31789036489227435","1.0216627167518848","0.006914800741399442","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc001czt.1","AK097193","0.038193143450763835","0.5836841530745781","0.007432929304519382","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc003jlj.2","BC045578","0.06199920090813546","0.33779533798415246","0.006931999741511715","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc001muk.2","CSTF3-AS1","0.009450644434443838","0.07587491838864915","0.0048494475623092025","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc003zlc.1","FLJ41200","0.11848888662432243","1.3503903021039172","0.0006988691556405321","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc003wlo.2","LOC100132707","0.29938767405176114","1.9699038770104171","0.0022030794971012175","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc002rvi.3","LOC100134259","0.1525756590107557","0.7070097691280487","0.0035328142100004793","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc001dmf.2","LOC339524","0.3605695213431624","2.0174735948155544","0.003740509857805299","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc009xtc.2","NUTM2A-AS1","0.04480448809521576","0.3035625093260389","0.0026193180342520325","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc001yek.2","SNHG10","1.028127455843763","3.1345881234579513","0.004481769558915911","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage I(28)","uc010bte.2","ZNF205-AS1","0.11035717975026893","0.40946662283934415","0.007156120481885537","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIB(32)","uc003zlc.1","FLJ41200","0.11848888662432243","1.19954364353874","0.004417744475648815","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IB(27)","uc003zlc.1","FLJ41200","0.11848888662432243","1.349195642939235","0.00650138797204522","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IB(27)","uc003wlo.2","LOC100132707","0.29938767405176114","1.8078673078118201","0.004488460004500803","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IB(27)","uc001dmf.2","LOC339524","0.3605695213431624","2.788145469637673","0.007769864087033216","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc002uns.1","AK125001","0.009176029638417864","0.16944890871388463","0.006928285737968265","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc002tgs.1","AK125994","0.001331413236705982","0.01822755214408039","0.003819565715770972","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc010mtj.1","AK311445","0.06976697448020577","0.538331980121948","0.006118034970488002","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc003bij.2","BC039485","0.028759983804239983","0.20976703629830565","0.0027090835191399243","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc001hmu.2","BC045735","0.012149922630698428","0.08662331473467105","0.004948026017092813","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc002yqs.2","C21orf49","0.05675052590916363","0.29872814619832144","0.0033190039212415688","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc001ldk.2","CASC2","0.0044705322796075786","0.02055125832154286","0.003956861409494284","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc001tcg.1","CLLU1","0.0082649914870417","1.54162986020136","0.004244119829843626","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc001muk.2","CSTF3-AS1","0.009450644434443838","0.04593555487143357","0.006501136276640616","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc010qni.1","FLJ37201","0.05810290595533378","0.20356021024995194","0.0024926959452747626","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc003zlc.1","FLJ41200","0.11848888662432243","1.1622384702516055","0.000006630103070995175","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc003oew.1","LINC00336","0.0020268527927760275","0.02291757670382943","0.0042189352449941925","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc001wwk.1","LINC00648","0.016257641744976938","0.6461822896398085","0.009163229319232706","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc003fbc.2","LINC00880","0.046940317691530335","0.14962525483898975","0.00542949769481719","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc010urh.1","LINC00924","0.06993481859301845","0.25923751689797775","0.005708644888704842","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc003wlo.2","LOC100132707","0.29938767405176114","1.2649431984205675","0.0036564939092765176","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc001dmf.2","LOC339524","0.3605695213431624","1.575603380840654","0.001335431981423892","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic Stage IIIC(60)","uc001hyn.2","LOC339535","0.11142834710987239","2.1980303190015316","0.009173817229833852","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc004ere.1","AK094280","0.15316398966293343","0.6534870738036158","0.009533136978428159","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc001hmu.2","BC045735","0.012149922630698428","0.18063743833869006","0.004967966311103856","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc010qni.1","FLJ37201","0.05810290595533378","0.23551559483187587","0.004308221941426544","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc003zlc.1","FLJ41200","0.11848888662432243","1.4953809128382163","0.001993037719047241","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc001ypq.3","LINC00638","0.696698249109884","1.5410376817021707","0.008450325181349876","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc003wlo.2","LOC100132707","0.29938767405176114","1.6772385042927436","0.00047327715156258657","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc001dmf.2","LOC339524","0.3605695213431624","1.7721264092201854","0.002708835487608179","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc009xtc.2","NUTM2A-AS1","0.04480448809521576","0.26316046755557343","0.008813015548747109","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Metastatic [Not Available](33)","uc003kex.2","ZBED3-AS1","0.05254287376593765","0.20040319546921834","0.006376861378193783","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma - Stage IIIB(11)","Skin cutaneous melanoma - Stage II(4)","uc002sdf.1","AK097952","0.0012103146410801366","0.015889699156366874","0.00674856220447231","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc003gkd.3","AFAP1-AS1","0.024538811112840835","0.10690849635185933","0.0006483000730306811","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc001jjf.1","AK022382","0.35853232815999214","0.7366979095655604","0.005410408565970512","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc002yli.1","AK124194","0.025148572497436912","0.14310734149625753","0.00214540970914747","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc002uns.1","AK125001","0.019574568459958586","0.15852571087950673","0.006231973188224804","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc010qvj.1","AL137655","0.021183446074345188","0.09276861413003003","0.006458561979578295","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc001yfu.2","BC038465","0.009615420041680525","0.06380817597994662","0.004869082975665396","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc002dtq.1","BC041466","0.06216207128409198","0.4237602195733021","0.002811412896152028","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc002pzg.1","BX537909","0.12510789963707047","0.5076848247344858","0.00214120444461711","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc001edd.2","BX648855","0.3516660687458161","0.821050411438529","0.0008693062281177378","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc002iwb.2","BZRAP1-AS1","0.17205924225766353","1.6571878522867962","0.002550525396137412","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc010avq.2","C14orf64","0.009529828330013257","0.05572013348752667","0.007515102951860988","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc001qsp.2","C1RL-AS1","0.11534520025075794","0.5474532659895862","0.00035486023199744147","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc010xgk.1","CIRBP-AS1","2.6076711651129947","1.5565440754760056","0.008625631078472711","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc001tcg.1","CLLU1","0.05190917890189857","1.0770949023356176","0.005044021489306662","TPM"
"Cutaneous Melanoma","Skin cutaneous melanoma(20)","Skin cutaneous melanoma - Metastatic Stage III(38)","uc003bqd.2","EGOT","0.003372538426247125","0.04946123594555029","0.004681659735140387","TPM"
